SKU,Barcode,Location,Bag,Description,
AAA,x00059,Lx00059,,Wooden Cloth Rack tree shape pink,
AAA,x00060,Lx00060,,5 drawers Tallboy White,
AAA,x00061,Lx00061,,5 drawers Tallboy Black,
AAA,x00062,Lx00062,,5 drawers Tallboy natrue wood,
AAA,x00063,Lx00063,,Combined computer desk White,
AAA,x00064,Lx00064,,Combined computer desk wooden color,
AAA,x00065,Lx00065,,6007 Tea Table White,
AAA,x00066,Lx00066,,6007 Tea Table Black,
AAA,x00067,Lx00067,,Double tier Tea Table White,
AAA,x00068,Lx00068,,Double tier Tea Table  Black,
AAA,x00069,Lx00069,,Pet make up desk,
AAA,x00070,Lx00070,,Dog Cage,
AAA,x00071,Lx00071,,9220 TV cabinet,
AAA,x00072,Lx00072,,Simple Modern Plate Computer Desk,
AAA,x00073,Lx00073,,58.9x144x76.6cm  computer desk,
AAA,x00074,Lx00074,,New Model C 5 Tiers Book Shelves,
CarACC011nzsale,x00075,Lx00075,1,Model D 5 Tiers Book Shelves Black,
AAA,x00076,Lx00076,,Model D 5 Tiers Book Shelves Nature Wood,
AAA,x00077,Lx00077,,New Model C 3 Tiers Book Shelves,
AAA,x00078,Lx00078,,7018 computer desk black,
AAA,x00079,Lx00079,,7018 computer desk White,
AAA,x00080,Lx00080,,7015 computer desk white,
AAA,x00081,Lx00081,,7008 desk nature wood,
AAA,x00082,Lx00082,,4 level book shelv wh,
AAA,x00083,Lx00083,,4 level book shelv bk,
AAA,x00096,Lx00096,,Book & DVD Shelf Collection Display Unit 3-Tier white,
AAA,x00097,Lx00097,,Book & DVD Shelf Collection Display Unit 3-Tier black,
AAA,x00098,Lx00098,,Book & DVD Shelf Collection Display Unit 3-Tier wooden,
AAA,,L,,Fuhlen A120G Wireless Keyboard,
AAA,,L,,Rapoo 1800 Wireless Keyboard,
AAA,,L,,Fuhlen A06G Wireless Mouse,
AAA,,L,,MOFii GO18 Wireless Mouse,
AAA,,L,,Rapoo 1620 Wireless Mouse,
AAA,,L,,rapoo m900 wireless mouse,
AAA,,L,,Iphone 5 Mat Case,
AAA,,L,,Iphone 5 Shade Case,
AAA,,L,,Iphone 6 Mat Case,
AAA,,L,,Iphone 6 Plus Shade Case,
AAA,,L,,Iphone 6 Shade Case,
AAA,,L,,Note 2 Mat Case,
AAA,,L,,Note 3 Mat Case,
AAA,,L,,Note 3 Shade Case,
AAA,,L,,Note 4 Mat Case,
AAA,,L,,Note 4 Shade Case,
AAA,,L,,S6 Battery Case,
AAA,,L,,Sony Z1 MINI Case,
AAA,,L,,F920 Bluetooth Headset,
AAA,,L,,HF 88 Bluetooth Headset,
AAA,,L,,Mate 7 Bluetooth Headset,
AAA,,L,,null,
AAA,,L,,universal tablet car holder,
AAA,,L,,iphone 5/6 charging cable,
AAA,,L,,samsung charging cable,
AAA,,L,,Huawei Y520,
AAA,,L,,Samsung G313H Galaxy Ace 4,
AAA,,L,,Smart 4 turbo back cover,
AAA,,L,,Ivon car charger,
AAA,,L,,S6 edge glass protector,
AAA,,L,,galaxy tab 3 lite t110/t111,
homeliving065,K00008,LK00008,1,,
GD037,c10026,Lc10026,9,,
zoween116,E00324,LE00324,9,,
genuine168,0barcode,L0barcode,9,,
GD062,c10042,Lc10042,9,,
computer227,L00090,LL00090,1,,
wallcharger003,A00156+A00081,LA00156+A00081,9,,
zoween098,E00322,LE00322,9,,
GAME039,A00304+A00165,LA00304+A00165,9,,
sport036nzsale,G00008,LG00008,6,,
168NZ159nzsale,2barcode,L2barcode,1,,
PET015,I00067,LI00067,1,,
gd026,b10030,Lb10030,1,,
GD031,B10031/B10032,LB10031/B10032,9,,
OTHERS081nzsale,K00012,LK00012,6,,
HOMELIVING072,G10009,LG10009,9,,
HOMELIVING069nzsale,M00009,LM00009,6,,
GD016,C10001,LC10001,9,,
game002,E00020,LE00020,9,,
1MIPHONE5CABLE,A00081,LA00081,9,,
camera004,E20007,LE20007,9,,
GDSC007,C00434,LC00434,9,Tempered Glass Screen Protector For Vodafone Smart Turbo 7,
cordless020,E00256,LE00256,9,,
pet004nzsale,L00002*100,LL00002*100,1,,
MOBILEPHONE268,a00295,La00295,9,,
CABLE028nzsale,A00246,LA00246,9,,
168NZ034nzsale,B00243,LB00243,9,,
F00066,F00066,LF00066,,,
computer239,a00301,La00301,9,,
computer101,A00090,LA00090,9,,
NEW0017,H00004,LH00004,7,,
Beauty030nzsale,J00010,LJ00010,9,,
zoween095,E00318,LE00318,9,,
screenpro6,A00101,LA00101,9,,
TABLET20,5barcode,L5barcode,6,,
pet003,L00002*50,LL00002*50,1,,
sport001,P00021,LP00021,6,,
others078,B00254,LB00254,9,,
HOMELIVING1170,6barcode,L6barcode,1,,
GD027,b10013/b10014,Lb10013/b10014,9,,
tabacc018,G00015,LG00015,6,,
computer199,a00014,La00014,9,,
mobilephone272,a00091,La00091,9,,
pet001,I00094,LI00094,1,,
GD029,B10017/B10018,LB10017/B10018,9,,
PET012,L00003*200,LL00003*200,1,,
mobilephone173,A00150,LA00150,9,,
hdmitovganzsale,A00021,LA00021,9,,
zoween052,7barcode,L7barcode,1,,
Beauty022,A30007,LA30007,9,,
Babygear008,K00006,LK00006,1,,
GD028,b10011/b10012,Lb10011/b10012,9,,
homeliving023,I00039,LI00039,6,,
GDcharger0021,A00194,LA00194,9,,
GDSC003,B00248,LB00248,9,,
GDcharger0031,a00183,La00183,9,,
PET004,L00002*100,LL00002*100,1,,
PR490,F00074,LF00074,6,,
GDSC011,9barcode,L9barcode,9,,
sport022,L00043/C,LL00043/C,1,,
PR538,A00146,LA00146,9,,
COMPUTER133nzsale,A00241,LA00241,9,,
CAMERAACC006,A00049,LA00049,9,,
others092,e00203,Le00203,9,,
PR560,A00225,LA00225,9,,
mobilephone179nzsale,B00005/C,LB00005/C,9,,
Genuine169,10barcode,L10barcode,9,,
computer197,A00035,LA00035,,,
B00266+A00208,B00266+A00208,LB00266+A00208,6,,
HOMELIVING069,M00009,LM00009,,,
GDSC001,J00126,LJ00126,9,,
others084,j00010,Lj00010,,,
GAME015,A00331,LA00331,9,,
GenuineBty002,E00147,LE00147,9,,
Babygear005,K00004,LK00004,1,,
homeliving074,H00013,LH00013,,,
SPORT029,K00031,LK00031,1,,
GD017,C10025,LC10025,9,,
E00273nzsale,E00273,LE00273,9,,
computer119,A00017,LA00017,9,,
PR91,A00034,LA00034,,,
SPORT037,G00032/C,LG00032/C,6,,
homeliving021,F00075/C,LF00075/C,1,,
homeliving046,J00062*8,LJ00062*8,9,,
pet008,L00001*40,LL00001*40,1,,
zoween044,J00156,LJ00156,9,,
game010,F00001-F00012,LF00001-F00012,6,,
zoween089,12barcode,L12barcode,9,,
computer144,F00023-1,LF00023-1,9,,
computer186,d00034,Ld00034,9,,
computer073,G00066/C,LG00066/C,6,,
PR848,13barcode,L13barcode,9,,
GREATDEAL016nzsale,F00031,LF00031,7,,
pet005,I00092,LI00092,,,
PR303,A00116/C,LA00116/C,9,,
computer059,A00145,LA00145,,,
GDcharger0020,A00193,LA00193,9,,
COMPUTER147,H00049,LH00049,9,,
GD022,b10027/b10028,Lb10027/b10028,9,,
GDSC004,C00419,LC00419,9,,
computer064,A00257,LA00257,9,,
COMPUTER150,A00300,LA00300,9,,
cordless017,E00256,LE00256,,,
screenpro3,15barcode,L15barcode,9,,
HEALTHBUTY007,I00083,LI00083,9,,
GDSC006,C00435,LC00435,9,,
GD009,B10035,LB10035,9,,
homeliving025,K00002,LK00002,1,,
sport044,J00222/C,LJ00222/C,9,,
tabacc011nzsale,G00016,LG00016,6,,
GREATDEAL025,A00246,LA00246,9,,
GD036,c10034,Lc10034,9,,
168NZ078nzsale,B00068,LB00068,,,
cordless014,A00097,LA00097,,,
homeliving021nzsale,F00075/C,LF00075/C,6,,
GDBATTERY0009,E10001,LE10001,7,,
others025,K00012,LK00012,,,
GDSC005,C00433,LC00433,9,,
zoween048,18barcode,L18barcode,1,,
homeliving134,F00074,LF00074,6,,
GDcharger0025,19barcode,L19barcode,9,,
PhoneACC0145nzsale,D30031,LD30031,9,,
zoween047nzsale,A00164,LA00164,9,,
GDSC002,20barcode,L20barcode,9,,
computer014,F00082/C,LF00082/C,7,,
homeliving030,I00068,LI00068,1,,
GAME022,E00055,LE00055,,,
OTHERS040 ,P00023,LP00023,,,
others020,I00090,LI00090,,,
computer041,H00048+H00067,LH00048+H00067,7,,
PR313,e30017,Le30017,9,,
GD063,c10009,Lc10009,9,,
MOBILEPHONE241,A00220,LA00220,7,,
computer231,a00263,La00263,9,,
GD077,I00033,LI00033,9,,
PR8501,22barcode,L22barcode,1,,
computer048,G00070,LG00070,7,,
game017,F00058*2,LF00058*2,6,,
screenpro4,23barcode,L23barcode,9,,
PR185,A00278,LA00278,9,,
GD034,C10033,LC10033,9,,
zoween102,E00327,LE00327,9,,
GDcharger0024,24barcode,L24barcode,9,,
PR779,a00103,La00103,,,
mobilephone126,C00126,LC00126,9,,
GD001,c10027,Lc10027,9,,
GD038,C10028,LC10028,9,,
COMPUTER150nzsale,A00300,LA00300,9,,
sport015,I00011/C,LI00011/C,1,,
HOMELIVING039nzsale,I00014,LI00014,9,,
2014121379,A00189,LA00189,9,,
sport018,L00092,LL00092,1,,
cordless002,E00252,LE00252,9,,
camera007,E20006,LE20006,9,,
BABYGEAR012,I00043/C,LI00043/C,6,,
zoween051,26barcode,L26barcode,1,,
other119,E00194,LE00194,9,,
zoween101,E00325,LE00325,9,,
OTHERS048,X00074/C,LX00074/C,1,,
mobilephone253,A00127,LA00127,9,,
OTHERS063,28barcode,L28barcode,7,,
MOBILEPHONE182,D00035,LD00035,9,,
HOMEliving1171,29barcode,L29barcode,1,,
J00062,J00062*4,LJ00062*4,9,,
cordless013,E00252,LE00252,9,,
GDcharger0009nzsale,A00184+A00173,LA00184+A00173,9,,
GD060,C10045,LC10045,9,,
GDSC010,30barcode,L30barcode,9,,
others080,D00232,LD00232,,,
HOMELIVING0391,I00014,LI00014,9,,
tablet7,31barcode,L31barcode,6,,
PR461,J00010,LJ00010,9,,
camera009,H00007,LH00007,6,,
OTHER120 ,32barcode,L32barcode,9,,
SPORT0031,I00001/C,LI00001/C,9,,
2014121263,A00264,LA00264,9,,
computer002,A00032,LA00032,9,,
NEW0037nzsale,C00018/C,LC00018/C,9,,
zoween0071,f00021,Lf00021,,,
PR742,a00024,La00024,,,
wallcharger001,E00269,LE00269,,,
powercord,A00172,LA00172,9,,
2014121558,A00018,LA00018,9,,
GDcharger0015,A00202,LA00202,9,,
zoween090,E00310,LE00310,9,,
SCREEN01522,59Barcode,L59Barcode,9,,
J00298,J00298,LJ00298,9,,
GAME040,A00310,LA00310,9,,
game047,A00325,LA00325,9,,
sport039,60Barcode,L60Barcode,1,,
cordless028,E00261,LE00261,9,,
GD021,c10032,Lc10032,9,,
game004,A00310,LA00310,9,,
tablet14,61Barcode,L61Barcode,6,,
PR642,J00121,LJ00121,9,,
computer139,A00028,LA00028,9,,
tablet2,62Barcode,L62Barcode,6,,
homeliving066,N00037,LN00037,1,,
TABLET10,63Barcode,L63Barcode,6,,
computer022,A00011,LA00011,9,,
game013nzsale,E00027*2,LE00027*2,6,,
GD069,C10049,LC10049,9,,
tabacc028nzsale,A00046,LA00046,9,,
GD072,c10040,Lc10040,9,,
168NZ209nzsale,c00066+cord,Lc00066+cord,9,,
zoween096,e00313,Le00313,9,,
168NZ4281nzsale,B00312,LB00312,7,,
GDSC008,64Barcode,L64Barcode,9,,
GD076,I00030+A00081,LI00030+A00081,9,,
PR641,J00135,LJ00135,9,,
Gd052,C10004,LC10004,9,,
zoween063,66Barcode,L66Barcode,9,,
MOBILEPHONE131,C00128,LC00128,9,,
computer010,G00071,LG00071,,,
Babygear004,K00004,LK00004,,,
HOMEliving1173,E00191,LE00191,7,,
samsung005,E00103,LE00103,9,,
GDSC009,C00431,LC00431,9,,
NEW0004,69Barcode,L69Barcode,7,,
computer229,a00237,La00237,9,,
sport016,L00091,LL00091,6,,
PET011,L00003*100,LL00003*100,1,,
game006,E00014,LE00014,9,,
cordless018,E00256,LE00256,9,,
GD045,c10013,Lc10013,9,,
PHONEACC0033,E00038,LE00038,9,,
Beauty010,O00002,LO00002,1,,
homeliving057,G00006,LG00006,6,,
GD061,c10044,Lc10044,9,,
mobilephone249,A00130/C,LA00130/C,9,,
GD018,B10029,LB10029,9,,
computer183,J00082,LJ00082,9,,
Babygear007,K00006,LK00006,1,,
wallcharger002,A00156+A00085,LA00156+A00085,9,,
PR654,b00109,Lb00109,9,,
BEAUTY019,H00036,LH00036,9,,
2014121500,E00293,LE00293,9,,
zoween039,h00067,Lh00067,,,
zoween024nzsale,j00118,Lj00118,9,,
screenpro5,J00127,LJ00127,9,,
MOBILEPHONE242,A00073,LA00073,9,,
COMPUTER149,F00099/C,LF00099/C,7,,
PR257,E00064,LE00064,9,,
computer012nzsale,G00072,LG00072,6,,
computer015nzsale,F00082/C,LF00082/C,7,,
others095,a00212,La00212,9,,
computer065,I00074,LI00074,7,,
computer095,A00235,LA00235,7,,
GD059,c10041,Lc10041,9,,
tablet5,71Barcode,L71Barcode,6,,
computer075,G00068,LG00068,7,,
SHAUN00001,A00036,LA00036,9,,
zoween105,e00330,Le00330,9,,
GenuineBty021,E00123,LE00123,9,,
other118,72Barcode,L72Barcode,1,,
others007,N00017,LN00017,1,,
GD030,B10003/b10004,LB10003/b10004,9,,
iphonebtty005,B00160+b00243,LB00160+b00243,9,,
beauty024,A30005/C,LA30005/C,9,,
zoween109,E00329,LE00329,9,,
GAME024,F00059,LF00059,6,,
2014121218,A00305,LA00305,9,,
Caracc006,P00022,LP00022,,,
2014121198,A00065,LA00065,9,,
tablet17,73Barcode,L73Barcode,6,,
TONERINK38nzsale,E30021+E30022+E30023+E30024,LE30021+E30022+E30023+E30024,9,,
Tonerink004nzsale,E30021+E30022+E30023+E30024,LE30021+E30022+E30023+E30024,9,,
HOMELIVING0911,K00141,LK00141,1,,
HOMELIVING041,I00032,LI00032,1,,
GD056,C10023,LC10023,9,,
Caracc002,H00011,LH00011,6,,
homeliving045,J00062*4,LJ00062*4,9,,
zoween093,E00315,LE00315,9,,
pet010,M00011,LM00011,1,,
OTHER120,74Barcode,L74Barcode,9,,
Tonerink016,E30017+E30018+E30019+E30020,LE30017+E30018+E30019+E30020,9,,
GDbattery0044,I10005,LI10005,7,,
HOMELIVING115,Q00001,LQ00001,1,,
zoween106,e00331,Le00331,9,,
SCREENPRO2,75Barcode,L75Barcode,9,,
SPORT033,L00101,LL00101,1,,
screenpro1,J00067,LJ00067,9,,
GD065,c10011,Lc10011,9,,
others082,J00184,LJ00184,9,,
homeliving007,H00034,LH00034,7,,
FASHION006,N00060,LN00060,1,,
OTHERS040,P00023,LP00023,1,,
tablet12,77Barcode,L77Barcode,6,,
homeliving047,J00062*12,LJ00062*12,9,,
homeliving055,E00202,LE00202,6,,
GD012,B10021,LB10021,9,,
SPORT0271,D00327,LD00327,7,,
homeliving022nzsale,F00075/C,LF00075/C,1,,
zoween099,E00323,LE00323,9,,
homeliving039,F00078/C,LF00078/C,1,,
cordless024,E00250,LE00250,9,,
PR774,a00089,La00089,9,,
computer009,G00071,LG00071,6,,
game007nzsale,E00014,LE00014,9,,
OTHER121,C00208,LC00208,9,,
PR114,a00064,La00064,9,,
computer010nzsale,G00071,LG00071,,,
mobilephone136,C00129,LC00129,9,,
GD015,B10015/B10016,LB10015/B10016,9,,
tabacc030nzsale,A00045,LA00045,9,,
TABLET9,78Barcode,L78Barcode,6,,
168NZ023nzsale,A00166,LA00166,9,,
GDcharger0011nzsale,A00186+A00173,LA00186+A00173,9,,
COMPUTER108,H00048,LH00048,7,,
sport017,L00091,LL00091,6,,
GAME025,F00059,LF00059,6,,
mobilephone023,C00125,LC00125,9,,
GD035,B10025/B10026,LB10025/B10026,9,,
mobilephone279,J00136+G00045,LJ00136+G00045,9,,
COMPUTER106,I00087,LI00087,7,,
OTHERS0171,J00094,LJ00094,9,,
computer169,A00212,LA00212,9,,
TABLET19,79Barcode,L79Barcode,6,,
GD047,c10017,Lc10017,9,,
GD006,B10007,LB10007,9,,
gd075,c10039,Lc10039,9,,
HOMEliving1172,J00305,LJ00305,9,,
homeliving1169,80Barcode,L80Barcode,1,,
GD050,c10021,Lc10021,9,,
GD019,c10029,Lc10029,9,,
others098,a00216,La00216,9,,
zoween080,81Barcode,L81Barcode,9,,
GD020,b10033/b10034,Lb10033/b10034,9,,
TABLET4,82Barcode,L82Barcode,6,,
PHONEACC0038 ,J00120+J00056,LJ00120+J00056,9,,
63RE0011,C00294,LC00294,9,,
tablet3,83Barcode,L83Barcode,6,,
63RE0001,E00001,LE00001,9,,
63RE0015,G00068,LG00068,7,,
63RE0002,G00001,LG00001,7,,
63RE0008,C00160,LC00160,9,,
63ER0040,E20006,LE20006,9,,
63RE0006,K00004,LK00004,1,,
63ER0042,E20008,LE20008,9,,
63RE0020,E00151,LE00151,9,,
630010,E00316,LE00316,9,,
63ER0041,E20007,LE20007,9,,
630053,84Barcode,L84Barcode,9,,
HOMELIVING1173 ,85Barcode,L85Barcode,9,,
63RE00010,G00071,LG00071,6,,
63ER0037,E00310,LE00310,9,,
63ER0039,E20005,LE20005,9,,
GD039,C10005,LC10005,9,,
63RE0019,G00102,LG00102,6,,
63ER0034,B00241,LB00241,9,,
630024,E00330,LE00330,9,,
630005,E00311,LE00311,9,,
63ER0026,E00302,LE00302,9,,
630006,E00312,LE00312,9,,
63ER0069,H00075,LH00075,7,,
63ER0070,H00076,LH00076,7,,
63ER0024,E00153,LE00153,9,,
63ER0077,H00067,LH00067,7,,
others058,Z,Z,Z,,
63RE0018,G00099,LG00099,9,,
63ER0091,E30021+E30022+E30023+E20024,,9,,
63ER0073,H00079,LH00079,7,,
63ER0083,H00048+H00079,LH00048+H00079,7,,
63ER0080,H00067+H00080,LH00067+H00080,6,,
63ER0084,H00048+H00080,LH00048+H00080,6,,
63ER0071,H00077,LH00077,6,,
63ER0086,86Barcode,86Barcode,9,,
63ER0074,H00080,LH00080,6,,
63ER0075,G00073,LG00073,6,,
630012,E00318,LE00318,9,,
GD040,c10022,Lc10022,9,,
630090,87Barcode,87Barcode,9,,
63ER0090,88Barcode,88Barcode,9,,
GDcharger0007nzsale,A00181,LA00181,9,,
TABLET8,89Barcode,89Barcode,6,,
